,Unnamed: 0,Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
49,49,Ivica Zubac,LAC,23,7-0,240,None,Croatia,2016,2,32,72,8.3,7.5,1.1,8.9,14.0%,24.0%,16.3%,65.1%,9.1%
0,0,J.J. Barea,DAL,36,5-10,180,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,29,7.7,1.8,3.9,2.9,2.2%,9.7%,24.5%,51.2%,36.5%
1,1,J.P. Macura,CLE,25,6-4,203,Xavier,USA,2018,,,1,0.0,0.0,0.0,150.0,0.0%,0.0%,0.0%,0.0%,0.0%
2,2,JJ Redick,NOP,36,6-3,200,Duke,USA,2006,1,11,60,15.3,2.5,2.0,-1.0,0.6%,8.3%,19.7%,64.4%,10.7%
3,3,JR Smith,LAL,34,6-6,220,No College,USA,2004,1,18,6,2.8,0.8,0.5,-16.7,0.0%,6.0%,14.4%,37.2%,5.6%
4,4,Ja Morant,MEM,20,6-3,174,Murray State,USA,2019,1,2,67,17.8,3.9,7.3,-0.6,2.4%,9.0%,25.6%,55.6%,35.4%
5,5,JaKarr Sampson,IND,27,6-7,214,St. John's,USA,Undrafted,Undrafted,Undrafted,34,4.6,2.6,0.6,1.9,4.2%,14.1%,12.6%,61.5%,5.8%
6,6,JaMychal Green,LAC,30,6-8,227,Alabama,USA,Undrafted,Undrafted,Undrafted,63,6.8,6.2,0.8,5.0,5.5%,20.9%,13.2%,57.6%,5.1%
7,7,JaVale McGee,LAL,32,7-0,270,Nevada-Reno,USA,2008,1,18,68,6.6,5.7,0.5,5.8,11.1%,21.8%,14.5%,65.2%,4.4%
8,8,Jabari Parker,SAC,25,6-8,245,Duke,USA,2014,1,2,38,14.0,5.6,1.8,-4.9,6.5%,17.0%,23.3%,57.1%,11.0%
9,9,Jacob Evans,MIN,23,6-4,210,Cincinnati,USA,2018,1,28,29,4.4,1.4,1.1,-11.0,1.9%,7.7%,16.7%,43.6%,12.0%
10,10,Jae Crowder,MIA,29,6-6,235,Marquette,USA,2012,2,34,65,10.5,5.9,2.5,-2.9,2.6%,16.9%,15.2%,55.3%,11.7%
11,11,Jahlil Okafor,NOP,24,6-10,270,Duke,USA,2015,1,3,30,8.1,4.2,1.2,-10.1,9.4%,16.4%,19.5%,64.2%,12.1%
12,12,Jake Layman,MIN,26,6-8,209,Maryland,USA,2016,2,47,23,9.1,2.5,0.7,2.0,3.0%,7.5%,16.5%,54.4%,4.1%
13,13,Jakob Poeltl,SAS,24,7-1,245,Utah,Austria,2016,1,9,66,5.6,5.7,1.8,5.7,10.8%,19.4%,12.5%,61.2%,12.6%
14,14,Jalen Brunson,DAL,23,6-1,190,Villanova,USA,2018,2,33,57,8.2,2.4,3.3,7.6,2.1%,10.0%,19.9%,55.3%,26.5%
15,15,Jalen Lecque,PHX,20,6-4,185,None,USA,Undrafted,Undrafted,Undrafted,5,2.0,0.4,0.4,-20.2,0.0%,5.7%,18.6%,46.0%,11.8%
16,16,Jalen McDaniels,CHA,22,6-10,205,San Diego State,USA,2019,2,52,16,5.6,4.1,0.8,-3.6,5.0%,17.2%,13.1%,57.4%,6.9%
17,17,Jamal Crawford,BKN,40,6-5,200,Michigan,USA,2000,1,8,1,5.0,0.0,3.0,26.7,0.0%,0.0%,23.5%,62.5%,50.0%
18,18,Jamal Murray,DEN,23,6-4,215,Kentucky,Canada,2016,1,7,59,18.5,4.0,4.8,5.3,2.4%,10.1%,24.8%,55.9%,22.8%
19,19,James Ennis III,ORL,29,6-6,215,California State-Long Beach,USA,2013,2,50,69,6.6,3.6,0.9,0.1,5.5%,13.7%,15.1%,56.5%,6.7%
20,20,James Harden,HOU,30,6-5,220,Arizona State,USA,2009,1,3,68,34.3,6.6,7.5,5.8,2.6%,13.9%,35.6%,62.6%,36.6%
21,21,James Johnson,MIN,33,6-7,240,Wake Forest,USA,2009,1,16,32,8.4,3.7,2.3,-4.6,3.8%,14.5%,18.6%,57.2%,17.7%
22,22,Jared Dudley,LAL,34,6-6,237,Boston College,USA,2007,1,22,45,1.5,1.2,0.6,3.3,1.7%,11.9%,8.1%,55.8%,10.4%
23,23,Jared Harper,NYK,22,5-10,175,Auburn,USA,Undrafted,Undrafted,Undrafted,3,0.7,0.0,0.0,-61.1,0.0%,0.0%,22.2%,25.0%,0.0%
24,24,Jaren Jackson Jr.,MEM,20,6-11,242,Michigan State,USA,2018,1,4,57,17.4,4.6,1.4,-2.6,3.3%,12.0%,23.8%,59.3%,7.3%
25,25,Jarred Vanderbilt,MIN,21,6-9,214,Kentucky,USA,2018,2,41,11,1.1,0.8,0.2,-23.4,6.5%,14.3%,13.3%,67.6%,5.7%
26,26,Jarrell Brantley,UTA,24,6-5,250,College of Charleston,USA,2019,2,50,9,2.7,2.2,1.2,-17.0,1.9%,18.9%,15.5%,41.6%,19.3%
27,27,Jarrett Allen,BKN,22,6-11,243,Texas-Austin,USA,2017,1,22,70,11.1,9.6,1.6,0.9,10.8%,22.6%,14.8%,66.4%,8.6%
28,28,Jarrett Culver,MIN,21,6-6,195,Texas Tech,USA,2019,1,6,63,9.2,3.4,1.7,-3.3,4.1%,9.2%,18.7%,46.7%,10.5%
29,29,Jarrod Uthoff,WAS,27,6-9,220,Iowa,USA,Undrafted,Undrafted,Undrafted,7,2.7,0.9,0.0,8.1,3.2%,7.4%,14.1%,50.3%,0.0%
30,30,Javonte Green,BOS,26,6-4,205,Radford,USA,Undrafted,Undrafted,Undrafted,48,3.4,1.9,0.5,-2.6,5.1%,13.4%,14.9%,56.4%,7.9%
31,31,Jaxson Hayes,NOP,20,6-11,220,Texas-Austin,USA,2019,1,8,64,7.4,4.0,0.9,-1.8,8.5%,14.0%,14.6%,68.9%,7.4%
32,32,Jaylen Brown,BOS,23,6-6,223,California,USA,2016,1,3,57,20.3,6.4,2.1,6.9,3.1%,14.9%,24.5%,58.3%,9.5%
33,33,Jaylen Hoard,POR,21,6-8,216,Wake Forest,France,Undrafted,Undrafted,Undrafted,13,2.9,2.5,0.3,3.0,11.1%,15.8%,15.3%,50.4%,5.4%
34,34,Jaylen Nowell,MIN,20,6-4,201,Washington,USA,2019,2,43,15,3.8,0.9,1.3,1.2,1.6%,6.5%,16.5%,47.1%,19.4%
35,35,Jayson Tatum,BOS,22,6-8,210,Duke,USA,2017,1,3,66,23.4,7.0,3.0,10.6,2.7%,16.5%,28.0%,56.7%,14.3%
36,36,Jeff Green,HOU,33,6-8,235,Georgetown,USA,2007,1,5,48,9.4,2.8,1.0,-3.8,2.4%,10.8%,18.8%,59.0%,8.2%
37,37,Jeff Teague,ATL,32,6-3,195,Wake Forest,USA,2009,1,19,59,10.9,2.4,5.2,-5.7,1.7%,7.4%,19.2%,55.7%,30.6%
38,38,Jerami Grant,DEN,26,6-8,210,Syracuse,USA,2014,2,39,71,12.0,3.5,1.2,-2.1,3.1%,9.9%,17.7%,59.1%,6.8%
39,39,Jeremiah Martin,BKN,24,6-2,185,Memphis,USA,Undrafted,Undrafted,Undrafted,9,7.1,1.1,2.0,-8.4,1.0%,8.9%,26.8%,54.1%,30.0%
40,40,Jeremy Lamb,IND,28,6-5,180,Connecticut,USA,2012,1,12,46,12.5,4.3,2.1,-0.9,1.9%,13.5%,19.5%,54.7%,10.7%
41,41,Jeremy Pargo,GSW,34,6-2,219,Gonzaga,USA,2009,0,0,3,8.3,1.0,2.7,2.4,2.4%,4.8%,26.8%,55.7%,30.8%
42,42,Jerian Grant,WAS,27,6-4,198,Notre Dame,USA,2015,1,19,6,4.5,1.0,1.5,-3.6,2.2%,5.6%,16.6%,44.9%,16.1%
43,43,Jerome Robinson,WAS,23,6-4,190,Boston College,USA,2018,1,13,63,5.1,2.0,1.4,-1.0,1.2%,11.0%,15.5%,47.6%,12.3%
44,44,Jevon Carter,PHX,24,6-1,200,West Virginia,USA,2018,2,32,58,4.9,2.0,1.4,0.7,3.1%,9.0%,12.7%,56.3%,12.9%
45,45,Jimmy Butler,MIA,30,6-7,230,Marquette,USA,2011,1,30,58,19.9,6.7,6.0,5.2,5.5%,13.9%,24.6%,58.5%,28.3%
46,46,Joakim Noah,LAC,35,6-11,232,Florida,USA,2007,1,9,5,2.8,3.2,1.4,-14.6,9.1%,16.9%,14.0%,60.8%,25.9%
47,47,Joe Chealey,CHA,24,6-4,190,College of Charleston,USA,2018,,,4,0.5,0.0,0.3,-23.4,0.0%,0.0%,12.8%,12.7%,6.3%
48,48,Joe Harris,BKN,28,6-6,220,Virginia,USA,2014,2,33,69,14.5,4.3,2.1,0.9,2.8%,10.2%,17.9%,60.6%,10.0%
49,49,Joe Ingles,UTA,32,6-7,220,None,Australia,Undrafted,Undrafted,Undrafted,72,9.8,3.9,5.2,5.1,1.3%,11.2%,14.8%,59.5%,24.4%
0,0,Joel Embiid,PHI,26,7-0,280,Kansas,Cameroon,2014,1,3,51,23.0,11.6,3.0,5.2,9.1%,27.9%,31.5%,59.0%,17.8%
1,1,John Collins,ATL,22,6-9,235,Wake Forest,USA,2017,1,19,41,21.6,10.1,1.5,-5.1,8.0%,20.8%,22.4%,65.9%,7.5%
2,2,John Henson,DET,29,6-9,219,North Carolina,USA,2012,1,14,40,5.5,4.1,1.4,-0.7,7.7%,19.1%,16.0%,57.8%,13.3%
3,3,John Konchar,MEM,24,6-5,210,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,19,2.8,2.5,1.2,4.9,9.3%,15.2%,9.7%,71.3%,16.1%
4,4,Johnathan Motley,LAC,25,6-8,230,Baylor,USA,Undrafted,Undrafted,Undrafted,13,2.2,0.8,0.6,5.7,7.7%,18.9%,23.5%,77.4%,30.8%
5,5,Johnathan Williams,WAS,25,6-9,228,Gonzaga,USA,Undrafted,Undrafted,Undrafted,15,3.0,4.3,0.5,-11.6,11.9%,21.5%,10.0%,56.6%,6.4%
6,6,Jonah Bolden,PHX,24,6-8,225,UCLA,Australia,2017,2,36,7,1.4,1.3,0.0,-3.2,6.4%,14.0%,13.0%,39.2%,0.0%
7,7,Jonas Valanciunas,MEM,28,6-11,265,None,Lithuania,2011,1,5,70,14.9,11.3,1.9,0.3,11.0%,27.9%,21.1%,63.1%,10.9%
8,8,Jonathan Isaac,ORL,22,6-11,230,Florida State,USA,2017,1,6,34,11.9,6.8,1.4,0.7,5.6%,17.7%,18.1%,55.2%,7.4%
9,9,Jordan Bell,CLE,25,6-8,216,Oregon,USA,2017,2,38,29,3.2,2.8,0.6,-1.6,11.0%,18.7%,15.9%,57.7%,9.0%
10,10,Jordan Bone,DET,22,6-3,180,Tennessee,USA,2019,2,57,10,1.2,0.4,0.8,-2.9,0.0%,9.1%,17.1%,30.0%,23.5%
11,11,Jordan Clarkson,UTA,28,6-4,194,Missouri,USA,2014,2,46,71,15.2,2.6,1.9,-0.5,2.8%,7.8%,25.4%,57.4%,13.0%
12,12,Jordan McLaughlin,MIN,24,5-11,185,Southern California,USA,Undrafted,Undrafted,Undrafted,30,7.6,1.6,4.2,-5.8,1.0%,7.9%,15.1%,58.7%,30.3%
13,13,Jordan McRae,DET,29,6-5,179,Tennessee,USA,2014,2,58,37,11.5,3.4,2.5,-4.1,2.2%,13.9%,23.9%,51.5%,17.4%
14,14,Jordan Poole,GSW,21,6-4,194,Michigan,USA,2019,1,28,57,8.8,2.1,2.4,-8.2,0.7%,8.7%,20.0%,45.4%,16.0%
15,15,Josh Gray,NOP,26,6-0,180,Louisiana State,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.0,1.0,-14.9,5.3%,4.0%,13.7%,50.0%,15.4%
16,16,Josh Hart,NOP,25,6-5,215,Villanova,USA,2017,1,30,65,10.1,6.5,1.7,-3.1,3.2%,19.5%,15.0%,56.3%,8.4%
17,17,Josh Jackson,MEM,23,6-8,207,Kansas,USA,2017,1,4,22,9.0,3.0,1.6,2.5,2.7%,12.8%,21.4%,54.7%,12.5%
18,18,Josh Magette,ORL,30,6-1,160,Alabama Huntsville,USA,2012,0,0,8,1.5,0.8,0.6,2.4,2.2%,12.8%,22.6%,37.8%,23.8%
19,19,Josh Okogie,MIN,21,6-4,213,Georgia Tech,Nigeria,2018,1,20,62,8.6,4.3,1.6,-4.7,5.0%,11.4%,14.8%,55.3%,8.9%
20,20,Josh Reaves,DAL,23,6-4,214,Penn State,USA,Undrafted,Undrafted,Undrafted,4,2.0,0.8,0.8,15.5,3.0%,6.3%,16.1%,40.5%,15.8%
21,21,Josh Richardson,PHI,26,6-5,200,Tennessee,USA,2015,2,40,55,13.7,3.2,2.9,3.3,2.3%,7.5%,20.0%,53.3%,13.8%
22,22,Jrue Holiday,NOP,30,6-3,205,UCLA,USA,2009,1,17,61,19.1,4.8,6.7,0.5,3.4%,9.5%,24.1%,53.7%,28.4%
23,23,Juan Toscano-Anderson,GSW,27,6-6,209,Marquette,USA,Undrafted,Undrafted,Undrafted,13,5.3,4.0,2.0,-12.0,3.1%,16.3%,12.5%,52.9%,14.4%
24,24,Juancho Hernangomez,MIN,24,6-9,214,None,Spain,2016,1,15,48,6.0,4.1,0.8,-2.3,4.6%,18.4%,14.9%,51.8%,6.3%
25,25,Julius Randle,NYK,25,6-8,250,Kentucky,USA,2014,1,7,64,19.5,9.7,3.1,-5.9,6.7%,22.3%,27.1%,53.8%,15.8%
26,26,Justin Anderson,BKN,26,6-5,231,Virginia,USA,2015,1,21,10,2.8,2.1,0.8,-0.1,0.8%,16.7%,16.2%,35.2%,9.9%
27,27,Justin Holiday,IND,31,6-6,180,Washington,USA,Undrafted,Undrafted,Undrafted,73,8.3,3.3,1.3,1.3,1.7%,10.4%,13.0%,58.5%,6.8%
28,28,Justin Jackson,DAL,25,6-7,220,North Carolina,USA,2017,1,15,65,5.5,2.4,0.8,0.5,2.4%,11.9%,15.0%,49.6%,6.7%
29,29,Justin James,SAC,23,6-7,190,Wyoming,USA,2019,2,40,36,2.5,0.9,0.5,-2.4,2.4%,11.1%,18.1%,47.7%,11.8%
30,30,Justin Patton,DET,23,6-11,241,Creighton,USA,2017,1,16,5,1.8,1.0,0.4,-32.0,4.2%,17.4%,19.4%,45.0%,11.1%
31,31,Justin Robinson,WAS,22,6-1,195,Virginia Tech,USA,2019,,,9,1.4,0.6,0.8,29.9,2.2%,9.8%,13.3%,54.2%,19.4%
32,32,Justin Wright-Foreman,UTA,22,6-0,190,Hofstra,USA,2019,2,53,4,4.8,1.3,1.8,-32.5,0.0%,12.5%,22.5%,43.7%,29.2%
33,33,Justise Winslow,MEM,24,6-6,222,Duke,USA,2015,1,10,11,11.3,6.6,4.0,6.4,4.3%,15.4%,19.0%,44.0%,18.3%
34,34,Jusuf Nurkic,POR,25,7-0,290,None,Bosnia and He...,2014,1,16,8,17.6,10.3,4.0,-0.5,8.7%,24.3%,23.2%,56.7%,17.9%
35,35,Juwan Morgan,UTA,23,6-7,232,Indiana,USA,Undrafted,Undrafted,Undrafted,21,1.7,1.4,0.3,12.0,7.0%,12.8%,10.1%,64.8%,5.3%
36,36,KZ Okpala,MIA,21,6-8,215,Stanford,USA,2019,2,32,5,1.4,1.0,0.2,-31.7,3.8%,16.0%,10.2%,59.5%,7.7%
37,37,Kadeem Allen,NYK,27,6-1,200,Arizona,USA,2017,2,53,10,5.0,0.9,2.1,-10.1,1.6%,6.5%,19.1%,51.2%,25.9%
38,38,Karl-Anthony Towns,MIN,24,6-11,248,Kentucky,USA,2015,1,1,35,26.5,10.8,4.4,-1.5,7.5%,24.0%,27.8%,64.2%,21.0%
39,39,Kawhi Leonard,LAC,29,6-7,225,San Diego State,USA,2011,1,15,57,27.1,7.1,4.9,12.2,2.8%,17.5%,32.7%,58.9%,25.5%
40,40,Keita Bates-Diop,DEN,24,6-8,229,Ohio State,USA,2018,2,48,44,6.5,2.9,0.7,-10.6,3.0%,13.1%,15.6%,53.9%,6.4%
41,41,Kelan Martin,MIN,24,6-5,230,Butler,USA,Undrafted,Undrafted,Undrafted,31,6.4,3.1,0.7,-1.7,2.1%,15.4%,17.1%,50.6%,7.1%
42,42,Keldon Johnson,SAS,20,6-5,220,Kentucky,USA,2019,1,29,17,9.1,3.4,0.9,11.3,3.3%,14.6%,16.4%,71.1%,6.6%
43,43,Kelly Olynyk,MIA,29,6-11,240,Gonzaga,Canada,2013,1,13,67,8.2,4.6,1.7,1.5,3.4%,19.1%,16.5%,62.1%,13.1%
44,44,Kelly Oubre Jr.,PHX,24,6-7,203,Kansas,USA,2015,1,15,56,18.7,6.4,1.5,0.2,3.4%,15.1%,21.9%,56.0%,6.6%
45,45,Kemba Walker,BOS,30,6-0,184,Connecticut,USA,2011,1,9,56,20.4,3.9,4.8,7.1,2.0%,10.0%,26.8%,57.5%,23.2%
46,46,Kendrick Nunn,MIA,24,6-2,190,Oakland,USA,Undrafted,Undrafted,Undrafted,67,15.3,2.7,3.3,1.2,1.1%,7.9%,23.6%,53.4%,18.2%
47,47,Kenrich Williams,NOP,25,6-6,210,TCU,USA,Undrafted,Undrafted,Undrafted,39,3.5,4.8,1.5,-1.0,5.5%,15.7%,8.7%,42.9%,8.7%
48,48,Kent Bazemore,SAC,30,6-4,195,Old Dominion,USA,Undrafted,Undrafted,Undrafted,68,8.8,4.3,1.4,0.8,1.5%,14.4%,17.1%,49.9%,7.7%
49,49,Kentavious Caldwell-Pope,LAL,27,6-5,204,Georgia,USA,2013,1,8,69,9.3,2.1,1.6,3.5,2.1%,5.6%,14.2%,58.4%,8.5%
0,0,Kevin Hervey,OKC,23,6-9,230,Texas-Arlington,USA,2018,2,57,10,1.7,1.2,0.5,-28.9,1.2%,21.6%,18.9%,31.5%,19.2%
1,1,Kevin Huerter,ATL,21,6-7,190,Maryland,USA,2018,1,19,56,12.2,4.1,3.8,-6.1,1.9%,10.6%,16.9%,53.6%,17.1%
2,2,Kevin Knox II,NYK,20,6-7,215,Kentucky,USA,2018,1,9,65,6.4,2.8,0.9,-7.3,2.1%,12.8%,17.2%,47.0%,7.6%
3,3,Kevin Love,CLE,31,6-8,251,UCLA,USA,2008,1,5,56,17.6,9.8,3.2,-8.0,3.0%,28.6%,22.5%,59.9%,15.0%
4,4,Kevin Porter Jr.,CLE,20,6-4,203,Southern California,USA,2019,1,30,50,10.0,3.2,2.2,-11.2,1.8%,12.1%,20.2%,53.5%,14.7%
5,5,Kevon Looney,GSW,24,6-9,222,UCLA,USA,2015,1,30,20,3.4,3.3,1.0,-18.3,9.8%,15.1%,14.7%,40.3%,12.0%
6,6,Khem Birch,ORL,27,6-9,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,48,4.4,4.6,1.0,-7.1,8.9%,14.4%,10.1%,56.6%,7.9%
7,7,Khris Middleton,MIL,28,6-7,222,Texas A&M,USA,2012,2,39,62,20.9,6.2,4.3,12.4,2.3%,15.7%,26.0%,61.9%,21.2%
8,8,Khyri Thomas,DET,24,6-3,210,Creighton,USA,2018,2,38,8,2.1,0.1,0.4,-28.7,1.2%,0.0%,14.9%,45.3%,9.7%
9,9,Kostas Antetokounmpo,LAL,22,6-10,200,Dayton,Greece,2018,2,60,5,1.4,0.6,0.4,19.6,9.5%,5.0%,9.6%,90.2%,10.0%
10,10,Kris Dunn,CHI,26,6-3,205,Providence,USA,2016,1,5,51,7.3,3.6,3.4,-0.1,1.7%,13.2%,14.5%,51.0%,19.8%
11,11,Kristaps Porzingis,DAL,24,7-3,240,None,Latvia,2015,1,4,57,20.4,9.5,1.8,6.9,5.2%,22.1%,26.3%,55.1%,8.8%
12,12,Ky Bowman,GSW,23,6-1,187,Boston College,USA,Undrafted,Undrafted,Undrafted,45,7.4,2.7,2.9,-8.4,2.2%,9.3%,16.8%,49.4%,20.2%
13,13,Kyle Alexander,MIA,23,6-10,216,Tennessee,Canada,Undrafted,Undrafted,Undrafted,2,1.0,1.5,0.0,-6.7,11.1%,6.7%,7.9%,50.0%,0.0%
14,14,Kyle Anderson,MEM,26,6-9,230,UCLA,USA,2014,1,30,67,5.8,4.3,2.4,-3.0,4.2%,15.1%,13.4%,53.4%,16.3%
15,15,Kyle Guy,SAC,22,6-1,167,Virginia,USA,2019,2,55,3,1.3,0.3,0.3,-45.8,0.0%,9.1%,20.0%,40.0%,12.5%
16,16,Kyle Korver,MIL,39,6-7,212,Creighton,USA,2003,2,51,58,6.7,2.1,1.2,5.4,1.4%,9.1%,14.5%,62.0%,9.2%
17,17,Kyle Kuzma,LAL,24,6-8,221,Utah,USA,2017,1,27,61,12.8,4.5,1.3,4.9,3.3%,13.5%,22.1%,53.1%,7.6%
18,18,Kyle Lowry,TOR,34,6-0,196,Villanova,USA,2006,1,24,58,19.4,5.0,7.5,6.0,1.5%,11.5%,22.5%,59.0%,30.9%
19,19,Kyle O'Quinn,PHI,30,6-9,250,Norfolk State,USA,2012,2,49,29,3.5,4.0,1.8,-4.9,9.9%,26.5%,14.8%,54.4%,22.5%
20,20,Kyrie Irving,BKN,28,6-2,195,Duke,Australia,2011,1,1,20,27.4,5.2,6.4,-0.4,3.2%,12.0%,31.8%,59.5%,33.1%
21,21,LaMarcus Aldridge,SAS,34,6-11,250,Texas-Austin,USA,2006,1,2,53,18.9,7.4,2.4,-3.2,5.8%,16.2%,23.6%,57.1%,11.7%
22,22,Lance Thomas,BKN,32,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,7,3.4,1.9,0.9,-24.2,1.9%,14.1%,13.0%,48.5%,7.8%
23,23,Landry Shamet,LAC,23,6-4,190,Wichita State,USA,2018,1,26,53,9.3,1.9,1.9,4.3,0.4%,5.8%,13.2%,58.0%,9.0%
24,24,Langston Galloway,DET,28,6-1,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,66,10.3,2.3,1.5,-4.4,1.9%,6.8%,14.9%,58.4%,8.9%
25,25,Larry Nance Jr.,CLE,27,6-7,245,Wyoming,USA,2015,1,27,56,10.1,7.3,2.2,-5.1,6.8%,20.9%,15.0%,60.8%,12.6%
26,26,Lauri Markkanen,CHI,23,7-0,240,Arizona,Finland,2017,1,7,50,14.7,6.3,1.5,-2.0,3.8%,17.4%,20.9%,56.0%,7.7%
27,27,LeBron James,LAL,35,6-9,250,None,USA,2003,1,1,67,25.3,7.8,10.2,8.5,2.8%,19.1%,30.8%,57.7%,47.7%
28,28,Lonnie Walker IV,SAS,21,6-5,204,Miami,USA,2018,1,18,61,6.4,2.3,1.1,-0.4,2.3%,11.0%,18.3%,50.7%,9.9%
29,29,Lonzo Ball,NOP,22,6-6,190,UCLA,USA,2017,1,2,63,11.8,6.1,7.0,-0.7,3.2%,14.2%,18.1%,51.7%,29.2%
30,30,Lou Williams,LAC,33,6-1,175,None,USA,2005,2,45,65,18.2,3.1,5.6,4.0,1.6%,8.1%,27.1%,54.6%,29.4%
31,31,Louis King,DET,21,6-7,205,Oregon,USA,Undrafted,Undrafted,Undrafted,10,2.0,1.0,0.5,11.0,1.5%,14.1%,16.3%,44.8%,12.5%
32,32,Luc Mbah a Moute,HOU,33,6-8,230,UCLA,Cameroon,2008,2,37,3,1.7,0.7,0.0,-11.3,3.3%,3.7%,10.8%,42.5%,0.0%
33,33,Luguentz Dort,OKC,21,6-3,215,Arizona State,Canada,Undrafted,Undrafted,Undrafted,36,6.8,2.3,0.8,4.4,3.0%,6.6%,13.9%,50.6%,4.5%
34,34,Luka Doncic,DAL,21,6-7,230,None,Slovenia,2018,1,3,61,28.8,9.4,8.8,5.3,3.6%,22.4%,35.5%,58.5%,45.4%
35,35,Luka Samanic,SAS,20,6-10,227,None,Croatia,2019,1,19,3,5.3,3.3,2.0,8.8,2.0%,16.7%,17.9%,45.0%,18.2%
36,36,Luke Kennard,DET,24,6-5,206,Duke,USA,2017,1,12,28,15.8,3.5,4.1,-2.1,1.0%,9.5%,19.3%,58.9%,18.8%
37,37,Luke Kornet,CHI,24,7-2,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,36,6.0,2.3,0.9,-3.6,3.7%,11.8%,16.3%,53.9%,8.2%
38,38,Malcolm Brogdon,IND,27,6-5,229,Virginia,USA,2016,2,36,54,16.5,4.9,7.1,2.3,2.8%,12.4%,24.9%,54.1%,35.0%
39,39,Malcolm Miller,TOR,27,6-7,210,Holy Cross,USA,Undrafted,Undrafted,Undrafted,28,1.3,0.6,0.4,15.9,1.3%,7.7%,9.0%,53.8%,8.2%
40,40,Malik Beasley,MIN,23,6-4,187,Florida State,USA,2016,1,19,55,11.2,2.7,1.4,-1.9,1.4%,10.7%,20.8%,54.6%,9.3%
41,41,Malik Monk,CHA,22,6-3,200,Kentucky,USA,2017,1,11,55,10.3,2.9,2.1,-10.5,2.1%,10.8%,22.0%,53.0%,16.8%
42,42,Malik Newman,CLE,23,6-3,190,Kansas,USA,2018,,,1,2.0,0.0,0.0,-30.4,0.0%,0.0%,57.1%,34.7%,0.0%
43,43,Marc Gasol,TOR,35,6-11,255,None,Spain,2007,2,48,44,7.5,6.3,3.3,10.1,2.7%,18.7%,13.3%,55.1%,17.3%
44,44,Marco Belinelli,SAS,34,6-5,220,None,Italy,2007,1,18,57,6.3,1.7,1.2,1.5,0.8%,9.7%,16.6%,53.2%,10.2%
45,45,Marcus Morris Sr.,LAC,30,6-8,218,Kansas,USA,2011,1,14,62,16.7,5.0,1.4,1.5,2.9%,12.8%,21.6%,57.0%,6.6%
46,46,Marcus Smart,BOS,26,6-3,220,Oklahoma State,USA,2014,1,6,60,12.9,3.8,4.9,7.3,2.0%,8.9%,18.3%,51.8%,21.4%
47,47,Marial Shayok,PHI,24,6-5,198,Iowa State,Canada,2019,2,54,4,2.8,1.8,0.3,-23.2,3.3%,19.4%,24.3%,40.0%,5.3%
48,48,Mario Hezonja,POR,25,6-8,220,None,Croatia,2015,1,5,53,4.8,3.5,0.9,-9.5,3.2%,15.8%,13.5%,52.5%,8.0%
49,49,Markelle Fultz,ORL,22,6-3,209,Washington,USA,2017,1,1,72,12.1,3.3,5.1,-1.7,2.0%,10.0%,21.0%,51.7%,27.3%
0,0,Markieff Morris,LAL,30,6-8,245,Kansas,USA,2011,1,13,58,9.7,3.8,1.3,-5.8,3.3%,14.4%,20.2%,56.5%,10.0%
1,1,Marko Guduric,MEM,25,6-6,201,None,Serbia,Undrafted,Undrafted,Undrafted,44,3.9,1.7,1.0,-2.6,2.8%,11.5%,16.8%,51.4%,12.7%
2,2,Marques Bolden,CLE,22,6-10,249,Duke,USA,2019,,,1,0.0,2.0,0.0,57.1,0.0%,50.0%,0.0%,0.0%,0.0%
3,3,Marquese Chriss,GSW,22,6-9,240,Washington,USA,2016,1,8,59,9.3,6.2,1.9,-9.5,8.9%,21.2%,18.4%,60.4%,15.0%
4,4,Marvin Bagley III,SAC,21,6-11,235,Duke,USA,2018,1,2,13,14.2,7.5,0.8,-12.6,8.2%,20.1%,24.8%,51.2%,5.0%
5,5,Marvin Williams,MIL,34,6-8,237,North Carolina,USA,2005,1,2,58,5.9,3.2,1.0,-2.8,2.5%,13.2%,12.0%,58.7%,7.6%
6,6,Mason Plumlee,DEN,30,6-11,254,Duke,USA,2013,1,22,61,7.2,5.2,2.5,-1.0,8.7%,19.5%,17.3%,61.3%,21.0%
7,7,Matisse Thybulle,PHI,23,6-5,201,Washington,USA,2019,1,20,65,4.7,1.6,1.2,2.4,3.3%,4.9%,10.8%,53.9%,8.1%
8,8,Matt Mooney,CLE,23,6-2,199,Texas Tech,USA,Undrafted,Undrafted,Undrafted,4,0.5,0.8,0.3,17.5,0.0%,15.8%,8.0%,25.0%,7.1%
9,9,Matt Thomas,TOR,25,6-4,190,Iowa State,USA,Undrafted,Undrafted,Undrafted,41,4.9,1.5,0.5,4.2,1.8%,10.0%,15.2%,65.0%,7.6%
